WBGene_ID,Gene_name,Cholinergic_(29),Cholinergic_(35),Cholinergic_(36),GABAergic,Dopaminergic,flp-1(+),BAG,URX/AQR/PQR,Touch_receptor,PVC/PVD,SDQ/ALN/PLN,CAN,RIA,RIC,DVA,Cluster_5,Cluster_10,Cluster_13,Cluster_16,Cluster_17,Cluster_21,Cluster_25,Cluster_27,Cluster_40,Pharyngeal_(33),Pharyngeal_(37)
WBGene00010178,yif-1,35.82,0,0,70.35,0,11.59,324.46,42.17,12.79,67.83,80.26,189.48,55.11,0,0,0,0,0,6.53,0,0,15.01,0,0,0,45.04
WBGene00022781,pmt-1,0,0,0,0,0,0,0,0,0,0,0,4.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00006536,tbb-1,257.68,156.46,326.9,424.48,747.71,278.99,188.45,645.38,179.92,83.37,206.72,181.2,439.8,103.59,254.31,100.97,265.33,58.48,460.41,355.95,385.1,340.19,27.43,135.59,85.97,360.45
WBGene00001498,fars-3,73.22,0,14.97,91.8,0,17.52,13.82,0,67.77,101.34,26.5,49.59,46.53,129.99,0,0,0,0,0,0,0,58.87,0,0,82.11,33.76
WBGene00006434,prdx-2,106.6,0,22.87,81.43,123.34,68.75,98.84,86.41,36.6,132.48,36.76,861.02,395.33,0,15.61,38.38,0,151.17,151.29,58.54,166.27,124.94,84.35,0,71.8,153.8
WBGene00016509,adss-1,89.55,86.21,61.98,137.64,163.62,102.54,63.51,384.92,138.94,105.85,195.55,411.23,215.57,148,0,209.34,60.13,0,184.93,82.69,47.61,102.69,51.15,180.18,111.54,165.89
WBGene00008117,gsr-1,23.56,0,0,0,15.61,16.56,0,48.08,0,32.17,0,47.87,119.42,0,41.66,0,42.87,0,0,84.04,20.72,16.83,29.77,0,0,189.98
WBGene00012179,W01D2.1,168.73,35.92,172.68,92.73,250.29,215.96,108.82,187.98,177.24,77.85,76.86,392.71,201.09,210.53,415.54,298.23,79.42,101.47,339.78,302.57,266.32,289.15,171.22,0,285.03,172.22
WBGene00009450,ugt-58,0,0,0,8.57,0,0,0,0,0,0,29.07,9.73,0,0,39.53,0,0,0,0,0,0,0,0,0,0,0
WBGene00002280,let-2,239.94,106.43,65.28,126.91,538.7,132.46,0,0,183.68,50.45,399.98,69.83,160.73,52.87,0,0,33.15,251.1,110.17,0,12.49,111.63,0,793.91,400.95,124.65
WBGene00007696,tram-1,36.67,309.26,65.03,222.74,235.11,455.86,80.55,141.87,130.58,363.48,344.07,472.25,234.93,0,223.84,287.63,66.96,302.58,97.88,84.59,548.04,135.15,300.74,500.71,358.52,124.96
WBGene00016469,C36B7.6,0,0,0,24.75,0,0,0,0,3.41,5.83,11.7,32.47,0,0,0,206.78,0,22.75,28.55,0,0,0,0,0,70.43,0
WBGene00001505,fut-1,0,0,0,0,0,0,0,0,41.78,136.34,0,0,367.98,0,0,0,0,0,0,0,143.91,0,0,0,0,0
WBGene00004109,stam-1,196.29,0,0,68.77,180.34,60.69,54.27,0,4.78,20.37,0,170.34,9.19,0,110.02,56.23,0,0,267.4,0,56.28,98,0,0,0,16.33
WBGene00019240,H24K24.3,51.98,0,0,44.09,0,1.8,0,0,28.47,46.4,8.99,35.47,0,0,43.94,0,188.96,0,0,0,0,14.27,0,0,32.18,0
WBGene00016235,C29H12.2,11.34,0,0,46.97,0,4.73,28.43,103.31,4.44,10.06,14.4,39.26,15.75,41.56,0,0,0,0,292.04,31.42,852.54,21.7,0,222.22,0,0
WBGene00017591,F19C7.1,0,0,0,0,0,0,0,0,3.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.83
WBGene00015047,faah-1,0,0,0,0,0,0,0,0,0,0,0,3.22,0,0,22.18,0,0,0,0,0,0,0,0,0,0,40.88
WBGene00013223,efa-6,70.38,0,14.97,73.04,0,0,0,53.31,55.82,136.59,325.39,23.64,28.58,72.89,61.79,102.29,169.38,153.61,0,176.63,0,68.01,271.79,0,238.38,44.06
WBGene00021286,tald-1,22.7,0,0,31.97,0,6.26,32.95,35.51,8.6,24.11,67.25,8.85,0,150.06,72.45,92.23,0,0,0,0,21.68,15.25,33.1,0,0,54.39
WBGene00022427,spl-3,57.12,0,44.14,33.3,25.86,48.16,48.05,0,26.09,45.72,0,38.35,72.89,0,0,161.29,0,0,0,0,0,49.36,0,0,0,0
WBGene00000479,cgh-1,114.54,54.39,66.58,317.12,128.47,43.98,0,0,118.43,154.39,186.62,430.84,226.91,305.43,39.53,134.24,172.29,16.03,239.37,0,71.26,104.83,107.63,0,40.36,138.44
WBGene00022363,Y92H12BL.1,21.15,0,86.77,22.83,0,24.06,0,0,0,62.23,123.34,5.46,70.68,0,0,100.16,0,0,0,0,35.65,59.45,115.85,0,32.18,18.46
WBGene00010055,F54D5.12,16.26,0,0,60.34,0,0,0,207.9,0,0,0,0,0,0,46.1,0,136.17,0,0,0,0,23.15,0,0,0,39.76
WBGene00000883,cyn-7,507.48,355.65,875.68,650.47,702.07,763.82,291.07,579.24,639.21,264.15,508.47,1704.15,701.72,703.9,1183.49,1098.5,142.26,555.87,596.35,444.89,819.79,743.37,1069.54,143.37,454.95,421.99
WBGene00017885,dip-2,443.09,211.22,85.7,71.62,142.5,44.75,138.03,120.74,248.66,366.44,331.3,95.25,125.6,121.84,64.5,129.16,93.08,0,5.96,0,64.31,83.15,223,0,257.99,85.19
WBGene00001007,dli-1,49.17,419.46,169.16,31,200.83,54.45,98.41,85.34,50.12,33.65,109.94,14.15,48.01,0,53.28,0,59.35,0,8.56,0,70.05,98.37,0,0,83.4,172.98
WBGene00016655,acbp-1,0,0,0,75.1,0,49.2,0,0,0,0,0,37.48,0,115.96,0,0,0,0,0,0,0,0,86.63,0,0,17.37
WBGene00016408,prmt-5,11.42,0,0,19.41,0,17.3,0,88.42,7.3,0,36.76,21.95,68.45,0,0,0,26.35,0,63.54,0,0,46.92,82.82,0,250.18,48.22
WBGene00012148,inos-1,110.27,265.87,286.43,128.79,344.73,204.6,325.64,111.48,255.57,329.68,92.97,251.43,1551.44,202.62,31.22,604.58,413.23,308.3,132.73,238.04,460.61,445.1,285.34,0,89.51,327.2
WBGene00006919,vha-10,119.42,0,263.44,454.08,255.14,122.23,271.01,0,31.52,166.12,120.13,185.6,278.16,235.12,308.66,230.65,219.28,53.81,177.18,231.61,207.4,96.53,179.2,0,123.75,322.96
WBGene00015695,ugt-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00009192,asah-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.26,0,0,0,0,0,0,0
WBGene00002183,kat-1,32.87,0,0,0,0,0,43.9,0,88.87,21.06,0,26.31,0,0,0,0,35.98,0,0,0,0,27.41,0,0,0,23.15
WBGene00010560,eif-2beta,104.22,61.36,202.95,33.49,0,136.42,0,46.79,118.11,37.16,38.58,21.94,19.49,0,41.66,0,0,66.35,80.18,0,0,41.49,33.1,0,63.63,78.8
WBGene00000838,cul-3,17.28,0,62.27,65.18,0,22.76,0,12.72,25.78,57.05,11.7,92.52,0,60.92,62.31,97.52,51.25,0,47.92,0,27.41,39.59,0,0,0,105.37
WBGene00020369,T08H10.1,28.51,0,33.68,0,0,0,0,0,0,0,46.64,63.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00010130,vha-14,181.69,34.41,171.94,240.59,206.96,97.64,0,91,99.78,36.13,240.69,19.41,40.79,0,225.9,41.11,402.07,167.8,18.61,120.12,37.54,104.74,248.14,811.5,36.54,29.25
WBGene00006781,unc-45,12.91,0,14.97,24.59,0,25.08,77.18,49.12,34.55,6.21,0,23.3,44.09,0,0,0,0,0,12.35,0,0,9.58,0,0,0,32.56
WBGene00019373,K04A8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00022401,Y97E10AR.6,216.31,131.61,159.77,92.03,103.24,77.36,0,184.4,18.3,65.72,194.22,30.42,133.72,480.67,61.16,57.33,571.43,0,77.55,148.83,134.34,82.09,134.01,0,25.88,109.21
WBGene00004501,rpt-1,42.09,142.49,54.89,53.76,0,35.75,408.43,0,223.41,35.03,116.03,268.72,57.16,218.66,0,169.94,17.08,0,17.03,0,0,142.19,0,0,190.57,96.26
WBGene00006757,unc-18,902.6,267.27,279.35,1116.47,184.28,190.05,159.97,271.58,288.81,972.65,269.31,182.09,365.72,239.55,430.15,291.9,99.68,235.77,111.59,229.69,124.28,417.2,446.83,198.02,189,399.49
WBGene00000111,alh-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00018395,mtch-1,204.72,89.8,189.45,271.4,276.19,219.04,289.9,72.62,178.86,123.03,470.34,380.93,347.67,557.6,72.87,334.63,559.57,112.73,192.56,319.61,164.1,154.45,45.79,0,395.68,202.46
WBGene00004504,rpt-4,79,0,25.28,173.51,215.96,41.6,0,32.29,106.78,91.16,112.16,147.53,92.82,0,140.08,0,0,0,114.73,148.9,158.49,22.15,0,0,40.82,37.95
WBGene00009187,F27D4.1,11.79,0,12.64,52.26,29.49,9.52,112.22,27.87,42.67,0,0,35.96,53.52,0,56.46,61.43,62.28,0,46.67,16.08,0,0,65.41,0,0,42.27
WBGene00000472,cey-1,1113.41,1328.97,1296.34,1809.07,948.98,1415.5,1318.24,1315.5,1020.9,1590.22,1038.74,1166.97,1490.48,993.91,1561.37,2071.44,1350.8,1841.98,909.87,1212.68,989.66,1771.8,2589.38,1501.52,1241.9,1437.41
WBGene00011510,pdha-1,132.72,0,170.6,140.7,158.37,152.09,114.85,70.83,88.82,40.76,92.7,130.23,172.47,0,0,0,73.1,16.03,8.51,65.87,30.47,64.44,0,0,80.28,189.6
WBGene00021811,ral-1,4.69,31.52,0,20.51,0,12.19,0,167.74,191.03,20.6,39.54,72.41,0,0,108.13,27.34,0,74.57,44.41,0,0,59.9,0,0,0,23.15
WBGene00000996,dif-1,32.45,0,0,0,109.06,14.32,0,168.69,0,57.98,124.08,317.51,0,0,0,0,0,0,0,57.56,45.37,0,0,0,0,55.89
WBGene00003253,mig-22,0,0,0,8.18,111.32,12.19,0,0,10.97,14.18,49.69,1764.32,21.89,0,0,0,102.5,0,0,0,185.99,3.67,0,0,0,72.99
WBGene00022358,Y92H12A.2,212.37,0,579.63,368.77,50.54,222.4,29.21,60.92,287.54,134.41,52.69,15.03,109.93,362.33,0,523.95,63.13,39.61,275.47,168.08,67.47,291.4,0,428.38,192.52,27.04
WBGene00017301,hach-1,0,0,0,10.14,0,0,0,0,0,0,0,13.16,15.75,0,0,0,0,0,0,0,0,18.33,0,0,0,0
WBGene00013906,ugt-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00004169,pqn-89,0,0,0,0,0,1.76,0,0,0,0,0,0,0,0,0,0,0,307.73,0,0,0,0,0,0,0,267.44
WBGene00013737,tpst-1,0,359.74,0,94.64,68.87,47.64,0,194.62,240.86,214.5,0,308.1,137.78,49.78,163.4,137.69,0,551.96,30.07,95.79,0,98.77,403.9,0,0,129.82
WBGene00021262,fbxa-74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00011835,T19B10.8,0,0,37.48,6.25,0,2.37,0,68.56,0,6.43,0,48.79,0,0,0,61.64,0,0,14.57,0,0,0,0,0,0,0
WBGene00012529,Y32F6A.4,54.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,438.62,73.07,0
WBGene00015551,C06G3.5,19.99,128.29,0,63.51,52.03,160.49,0,109.99,45.34,67.1,45.37,9.28,14.11,103.59,276.3,576.93,27.23,0,104.23,47.9,58.61,83.74,100.73,0,14.43,53.99
WBGene00012149,VF13D12L.3,12.4,0,0,0,0,0,0,0,21.8,0,0,10.23,0,0,41.66,81.14,33.15,0,4.89,0,0,0,0,0,0,35.33
WBGene00003815,nars-1,0,0,23.57,14.04,40.91,58.16,98.84,31.81,28.62,12.43,16.67,52.83,0,0,0,50.88,0,0,24.06,0,51.42,28.13,0,0,0,4.08
WBGene00011776,hpo-5,17.17,320.77,0,0,41.06,21.15,0,0,23.21,33.86,0,80.49,0,0,0,0,0,86.88,0,0,39.51,53.22,0,0,0,59.68
WBGene00000815,csn-3,4.81,0,0,12.94,19.12,38.63,0,20.06,24.2,24.6,0,6.75,0,0,0,0,0,0,5.45,0,29.3,53.24,0,0,61.43,9.27
WBGene00002249,lap-1,44.36,0,0,5.56,0,36.07,0,106.26,27.72,45.22,91.24,50.76,18.26,0,0,83.79,0,82.2,0,291.46,14.31,62.28,0,0,42.39,0
WBGene00012484,car-1,129,55.51,46.99,89.26,17.23,53.22,47.99,27.87,124.27,35.87,58.29,62.61,135.49,0,80.38,70.27,77.47,27.37,38.52,0,25.4,78.01,115.85,0,32.62,79.13
WBGene00016204,gsto-1,0,0,0,0,0,0,0,0,0,0,0,0,0,96.26,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00018900,rod-1,0,0,17.44,13.27,0,4.73,13.82,0,7.68,25.47,0,22.38,0,0,0,50.88,0,0,18.37,0,0,8.22,362.84,0,0,20.29
WBGene00021060,dct-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00009877,F49C12.7,11.97,0,0,0,0,15.18,0,0,0,0,0,0,0,0,0,0,0,0,49.31,0,5.38,0,0,0,0,0
WBGene00010339,acl-1,0,0,23.11,24.6,0,18.62,0,0,0,0,0,0,0,0,0,96.03,0,16.03,18.69,0,0,10.2,0,0,0,0
WBGene00022456,pfkb-1.1,81.04,39.18,0,62.07,31.6,0,0,0,19.81,10.2,0,104.29,0,0,0,0,0,0,25.83,0,0,16.43,0,0,0,14.38
WBGene00015728,C13A10.1,0,0,0,29.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00011273,R53.4,287.01,78.02,105.3,387.16,280.04,188.07,0,124.29,334.33,146.05,78.88,215.9,397.29,0,391.07,208.29,199.51,485.53,268.08,84.8,309.8,134.16,410.22,360.36,470.84,213.84
WBGene00017993,cec-5,186.06,225.73,99.52,137.42,137.44,84.56,129.32,80.56,43.41,174.72,0,87.03,138.09,0,34.04,27.34,47.73,14.47,120.39,0,226.55,138.18,114.22,1412.12,14.8,107.11
WBGene00013358,abhd-3.1,103.11,0,9.85,87.62,75.91,79.22,118.29,23.57,57.53,13.18,74.44,53.78,48.99,0,179.78,121.46,72.36,224.88,14.88,0,30.4,43.43,0,0,50.48,102.81
WBGene00000379,cct-4,213.79,226.65,198.9,132.43,125.95,272.18,44.44,12.72,659.6,226.8,308.12,151.86,254.28,210.49,129.59,171.04,59.35,19.49,86.55,48.81,90.74,295.65,192.97,0,74.11,47.51
WBGene00001073,dpy-11,56.98,0,213.61,21.33,39.39,22.27,0,0,82.91,19.94,9.07,201.78,171.6,0,67.77,0,0,131.34,31.89,0,0,45.2,0,0,0,70.4
WBGene00020142,aak-2,64.31,72.44,9.48,49.02,51.13,49.99,187.14,83.61,76.52,105.33,151.83,37.09,137.19,100.92,86.02,26.06,17.08,44.09,94.47,0,143.56,56.15,0,90.09,143.44,89.9
WBGene00013766,prmt-1,78.92,1215.74,78.02,163.18,360.58,47.65,0,27.16,99.11,65.53,11.79,399.71,13.94,0,93.08,291.38,212.48,28.94,229.95,0,23.13,83.44,70.19,0,249.55,124.39
WBGene00015927,dyci-1,222.11,0,509.28,63.82,18.34,285.24,21.48,60.92,127.88,19.59,280.55,109.73,0,0,317.13,119.04,0,0,16.91,16.27,34.44,74.84,38.62,0,174.28,38.53
WBGene00019543,cif-1,33.77,0,36.94,67.47,0,65.95,0,65.75,239.65,0,45.88,116.76,139.24,0,0,97.13,47.08,0,15.37,0,15.15,68.86,0,0,31.26,148.95
WBGene00010810,M01F1.4,9.29,0,58.11,40.4,44.29,1.67,154.67,0,121.22,60.33,142.76,32.05,41.34,0,0,0,0,0,10.53,0,9.6,8.92,0,0,0,43.75
WBGene00001227,eif-3.D,96.45,0,0,128.62,133.3,47.69,0,0,133.19,8.88,107.12,267.98,94.97,0,0,59.77,141.72,0,92.56,34.51,38.32,138.64,0,0,245.45,76.48
WBGene00007108,gspd-1,3.68,31.46,0,7.21,0,0,0,0,0,0,0,91.18,139.24,138.2,0,0,0,0,33.57,0,63.33,9.21,0,0,0,37.58
WBGene00009048,cth-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003096,lys-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.71,0,0,13.18,0,0,0,0
WBGene00004753,sec-8,10.09,0,0,12.98,0,0,0,0,25.27,181.59,0,59.67,12.99,0,0,18.77,0,0,0,0,0,0,0,0,0,0
WBGene00003047,lis-1,267.57,222.3,386.01,114.56,127.25,197.75,173.01,12.72,108.01,306.93,211.84,269.37,193.27,229.31,239.32,84.76,0,19.49,40.64,56.97,232.51,592.9,315.28,289.86,546.15,42.71
WBGene00001397,fat-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.47,0,0,0,0,0,0,0
WBGene00016188,sec-15,25.44,0,0,12.82,0,25.82,0,0,68.57,95.21,56.94,37.98,0,0,0,0,221.21,0,36.73,74.86,25.78,27.69,0,0,0,14.08
WBGene00007536,daf-36,0,0,0,0,0,0,14.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00000547,clp-7,37.01,0,0,74.56,28.4,9.97,0,0,7.49,80.17,167.72,75.51,46.3,0,0,46.96,0,0,19.19,0,216.4,39.28,0,0,57.72,11.54
WBGene00020562,T19C3.4,27.22,0,0,33.87,76.15,26.46,13.82,0,21.25,80.65,25.93,40.14,212.04,0,0,32.38,0,212.99,15.79,0,5.38,50.51,0,0,0,0
WBGene00016424,C34H4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00000183,arf-3,121.8,0,224.38,40.28,56.96,155.64,0,0,111.58,227.84,68.83,182.56,194.61,0,0,94.27,110.46,104.98,100.38,90.14,174,109.47,0,0,32.71,73.44
WBGene00016961,vps-32.1,94.64,388.23,199.07,96.78,53.94,131.03,79.64,268.89,62.63,65.99,84.8,97.83,19.49,46.07,39.43,55.02,108.8,27.4,216.67,115.75,158.76,118.16,309.59,185.19,61.05,105.44
WBGene00005655,srr-4,0,31.46,0,0,0,5.21,0,0,0,0,0,0,0,0,0,0,0,0,240.72,0,423.43,0,0,0,0,50.3
WBGene00020166,T02G5.7,40.5,0,0,36.33,0,0,0,0,0,13.77,0,71.64,0,0,0,0,0,0,0,0,31.68,4.84,0,0,0,4.08
WBGene00003242,mig-6,88.03,74.32,237.07,66.98,16.46,53.91,0,61.02,0,0,0,25797.19,114.31,0,126.01,20.38,0,0,21.63,0,0,0,0,0,118.26,88.31
WBGene00004443,rpl-29,125.74,269.01,130.88,86.58,92.22,128.1,91.95,204.58,285.09,53.45,297.97,230.24,43.25,174.85,245.14,55.02,87.19,155.11,155.18,219.63,339.47,222.34,351.12,0,210.71,233.77
WBGene00015734,copd-1,66.79,115.33,93.01,110.62,41.65,58.05,0,31.81,125.08,66.99,216.34,171.59,0,0,88.86,0,41.58,185.13,188.2,27.45,55.08,72.4,0,0,177.1,68.27
WBGene00004460,rpn-3,27.45,0,150.17,102.43,56.15,25.29,104.5,0,113.75,40.32,104.37,138.84,36.89,0,0,41.55,65.45,0,45.02,27.56,113.74,100.04,420.72,0,113.55,203.07
WBGene00017969,F32A5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00000181,ard-1,24.11,0,20.61,5.53,0,48.06,0,0,4,0,0,9.38,13.94,0,0,0,0,0,0,69.54,0,41.73,0,0,0,23.69
WBGene00017123,maoc-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00010738,K10D3.4,98.85,35.92,0,51.43,0,19.48,0,249.43,153.55,79.99,99.19,185.77,70.13,0,39.95,42.09,76.95,0,53.09,0,19.42,71.75,88.42,0,26.9,0
WBGene00006352,sur-6,181.27,181.7,178.57,30.06,194.59,82.1,133.21,105.55,90.34,83.72,213.85,92.21,324.88,104.66,285.59,71.46,0,62.72,114.37,244.69,187.02,202.18,70.96,583.33,340.2,329.49
WBGene00000836,cul-1,12.85,127.71,30.27,17.32,31.6,56.87,0,0,139.99,60.68,198.24,63.08,0,105.74,45.81,80.76,0,0,43.02,17.98,67.11,62.94,26.31,0,25.74,57.29
WBGene00013000,ddl-2,40.62,119.73,29.93,8.57,36.15,75.08,0,0,85.95,0,0,132.67,0,0,0,0,0,0,0,0,0,13.91,70.44,0,43.55,80.16
WBGene00019946,chat-1,160.21,68.83,273.78,86.92,50.04,36.54,179.88,0,57.7,122.62,55.3,100.31,166.31,0,25.71,48.56,86.89,0,135,47.9,114.93,181.53,59.41,245.4,0,122.94
WBGene00000283,cah-5,0,0,0,0,0,0,975.28,0,0,0,0,2.83,0,0,0,0,779.75,0,0,0,0,9.24,0,0,0,59.44
WBGene00002344,let-70,623.87,547.63,388.15,484.99,445.84,436,409.56,179.89,354.68,483.91,473.77,341.85,666.62,409.97,504.63,368.5,775.3,767.01,1124.55,231.88,297.12,443.33,0,295.92,280.06,431.95
WBGene00012834,Y43F8C.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.37,0
WBGene00010750,K10D11.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00015577,ugt-64,0,0,0,0,0,0,0,0,0,0,18.49,0,0,0,70.36,0,0,0,0,0,8.05,0,0,0,0,0
WBGene00001746,gsk-3,427.71,468.71,397.21,433.96,379.57,169.96,105.02,276.87,285.08,398.73,467.04,133.04,272.34,153.52,604.03,371.25,0,759.2,485.32,261.32,305.85,421.59,330.69,426.8,326.07,348.44
WBGene00016425,C34H4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00011156,rbm-3.2,24.56,57.66,309.59,49.63,71.07,272.15,262.52,432.93,8.27,7.47,106.34,135.09,208.32,49.78,209.21,230.65,169.56,125.54,326.43,16.08,81.95,84.78,139.93,0,0,105.16
WBGene00014138,clec-186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00016258,vha-16,284.73,72.44,100.43,222.23,260.17,134.07,209.23,30.23,30.55,107.16,62.47,17.33,0,0,193.67,273.99,136.17,213.45,75.03,92.96,41.98,106.7,224.29,600,62.42,145.41
WBGene00012663,hex-3,21.6,0,39.49,38.48,0,7.94,0,143.51,6.79,22.57,149.96,114.51,67.31,65.83,0,0,34.17,53.81,0,0,0,7.19,161.74,0,143.2,33.98
WBGene00007333,ufd-3,37.37,0,0,16.05,21.76,79.7,0,0,18.73,20.11,73.69,56.89,24.76,0,60.77,0,26.35,14.47,0,0,36.43,13.12,0,0,0,0
WBGene00011742,tgn-38,0,0,0,0,10.94,0,0,0,6.16,4.6,39.37,555.98,0,0,0,0,0,0,0,0,0,0,67.01,0,0,38.77
WBGene00020263,let-355,39.89,231.43,0,145.79,69.11,27.51,0,0,47.79,34.66,129.52,59.13,19.33,0,35.18,19.19,300.56,0,4.89,0,84.18,16.5,176.43,0,0,22.83
WBGene00015155,B0353.1,0,0,0,0,0,0,0,84.9,0,0,0,6.49,0,0,0,0,0,0,0,0,45.81,0,0,0,0,0
WBGene00011580,ddx-19,15.99,0,0,14.9,0,8.91,0,0,8.23,0,18.23,73.16,0,0,0,149.08,0,0,0,34.95,0,20.9,0,0,97.83,30.97
WBGene00004466,rpn-10,180.25,345.23,50.16,168.64,0,90.28,104.37,0,103.37,83.36,43.97,196.14,70.11,0,119.59,55.98,0,16.03,378.71,57.56,130.8,60.47,0,270.27,203.41,0
WBGene00000813,csn-1,27.39,0,0,76.4,38.6,54.95,0,0,59.33,60.3,25.99,79.46,0,0,22.18,0,26.35,0,0,0,40.78,62.43,77.23,0,0,108.15
WBGene00000985,dhs-22,84.14,39.18,29.82,31.01,84.53,2.43,0,0,82.3,4.44,0,57.72,31.23,102.55,0,29.14,0,0,20.48,0,0,21.41,102.29,0,0,23.35
WBGene00000201,arx-3,15.61,0,34.93,167.22,215.28,20.89,67.23,103.85,17.4,84.77,148.05,97.23,20.44,0,155,0,0,0,203.7,74.3,100.66,6.87,0,0,0,0
WBGene00020507,vha-15,255.53,0,0,102.68,200.55,45.58,35.71,39.82,8.23,45.99,29.27,47.62,34.94,100.66,55.92,144.93,0,27.4,0,0,166.39,8.22,196.09,0,0,75.23
WBGene00020190,guk-1,113.48,313.48,30.49,107.03,85.99,140.83,582.76,1188.73,21.21,83.11,196.04,12.15,44.95,268.53,0,0,0,54.8,50.29,31.42,0,67.28,38.62,0,47.73,0
WBGene00012803,Y43F4B.5,9.5,0,69.14,41.47,49.7,6.4,0,0,13.25,0,0,31.21,115.02,0,0,22.03,0,0,52.86,0,59.73,20.53,0,0,0,18.89
WBGene00001501,ftn-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00004184,T19D2.2,122.07,330.21,40.93,32.12,100.33,116.88,496.8,106.16,168.15,109.26,340.68,45.1,80.52,444.48,229.45,136.87,186.47,114.35,430.04,280.04,430.35,109.91,104.52,0,192.56,172.29
WBGene00010326,F59C6.5,57.16,61.36,23.5,13.62,21.76,39.12,82.92,0,46.01,6.08,41.8,43.72,60.47,0,0,333.59,99.17,44.09,58.81,0,22.96,55.37,0,135.59,0,111.43
WBGene00011815,bath-43,44.23,0,52.08,171.73,19.84,61.1,144.85,46.96,54.96,286.38,287.13,72.24,15.75,541,0,181.96,17.08,105.94,18.37,46.28,211.25,47.62,0,0,21.78,110.15
WBGene00020837,slc-36.2,0,0,0,23.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001229,eif-3.F,57.4,117.29,11.39,41.96,115.98,57.1,0,0,8.17,9.23,14.33,42.38,15.61,0,0,0,59.35,22.75,58.21,0,21.15,7.08,0,0,0,67.99
WBGene00011222,R10H10.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00018341,F42A10.5,0,0,0,41.24,21.88,38.07,0,0,9.61,0,26.74,92.53,18.39,0,114.89,21.92,0,0,49.12,0,13.58,36.25,0,0,42.02,0
WBGene00006724,ubh-4,0,59.05,0,13.89,0,0,0,136.39,0,0,0,102.85,141.72,0,0,0,0,0,26.75,0,0,54.74,0,0,0,35.81
WBGene00007942,idh-2,51.84,0,12.64,17.78,35.14,0,0,0,36.05,0,16.67,0,0,170.07,0,0,0,0,4.89,0,12.89,19.25,113.63,0,15.65,84.24
WBGene00015658,tsg-101,146.65,0,209.65,17.32,95.26,66.91,0,0,8.84,76.52,178.29,45.59,242.73,0,51.63,150.75,0,0,143.22,0,30.86,138.69,0,0,0,0
WBGene00001303,emo-1,33.12,0,63.52,44.82,22.54,391.45,76.54,41.63,61.57,65.81,134.14,92.96,212.23,0,61.53,499.13,0,43.83,132.37,0,58.02,115.03,0,384.62,109.05,46.68
WBGene00016316,C32D5.8,75.66,0,9.48,23.28,181.47,16.04,0,166.47,56.04,33.94,0,83.68,96.46,0,58.2,178.38,148.54,125.14,180.66,0,221.28,37.97,108.04,0,0,37.74
